sensor_type,device_type,timestamps,x,y,z
linear_acceleration,smartphone,128310268200.0,-0.3937000036,0.07599999756,1.032899976
linear_acceleration,smartphone,129310268200.0,-1.330199957,-0.7544999719,1.6482999319999998
linear_acceleration,smartphone,130310268200.0,0.5419999957,0.554799974,-1.6368999480000002
linear_acceleration,smartphone,131310268200.0,0.6037999988,0.2356999964,-2.094099998
linear_acceleration,smartphone,132310268200.0,0.5128999949,-0.4332000017,1.23879993
linear_acceleration,smartphone,133310268200.0,0.10369999710000001,-0.3732999861,-0.1934999973
linear_acceleration,smartphone,134310268199.99997,-0.8493999839,-0.5220000147999999,-0.1447999924
linear_acceleration,smartphone,135310268199.99997,-0.1510999948,-0.5257999897,1.364300013
linear_acceleration,smartphone,136310268199.99997,-0.2518000007,0.6768999696,1.610899925
linear_acceleration,smartphone,137310268199.99997,-0.1630999893,0.4140999913,-1.604900002
linear_acceleration,smartphone,138310268199.99997,0.48659998179999997,-0.01989999972,0.7044999598999999
linear_acceleration,smartphone,139310268199.99997,-0.9362999797,-0.388199985,1.735399961
linear_acceleration,smartphone,140310268199.99997,-0.4812999964,0.301699996,0.3823999763
linear_acceleration,smartphone,141310268199.99997,0.3164999783,0.1579999924,0.7269999981
linear_acceleration,smartphone,142310268199.99997,0.7798999548000001,-0.42139998079999996,-0.31009998920000004
linear_acceleration,smartphone,143310268199.99997,-0.25,0.19959999620000002,0.5623999834000001
linear_acceleration,smartphone,144310268199.99997,0.2988999784,-0.795699954,-1.5238999130000002
linear_acceleration,smartphone,145310268199.99997,0.113699995,1.186499953,0.6460999846
linear_acceleration,smartphone,146310268199.99997,1.524699926,-1.222599983,1.308200002
linear_acceleration,smartphone,147310268199.99997,-0.3844999969,-0.1378999949,0.2926000059
linear_acceleration,smartphone,148310268199.99997,-0.5364999771,0.1278999895,1.6549999709999998
linear_acceleration,smartphone,149310268199.99997,-0.22749999170000001,-0.2965999842,-0.03979999945
linear_acceleration,smartphone,150310268199.99997,0.657400012,0.6567999721,-1.095399976
linear_acceleration,smartphone,151310268199.99997,0.6426999568999999,-0.72299999,-0.30930000539999997
linear_acceleration,smartphone,152310268199.99997,0.001999999862,0.2759999931,0.5126000047
linear_acceleration,smartphone,153310268199.99997,-0.6268000007,0.04699999839,1.7066999669999998
linear_acceleration,smartphone,154310268199.99997,-1.6139999630000001,0.3429999948,0.8955000043000001
linear_acceleration,smartphone,155310268199.99997,0.9047999978,0.4774999917,-0.6883999705
linear_acceleration,smartphone,156310268199.99997,0.7364000082,0.19559998809999998,0.3039000034
linear_acceleration,smartphone,157310268199.99997,-0.9876999854999999,0.6791999935999999,-0.9679999948000001
linear_acceleration,smartphone,158310268199.99997,0.5245999694,0.8545999527,-0.9547999501000001
linear_acceleration,smartphone,159310268199.99997,0.5511999726,-0.031099999320000002,-0.8278999925
linear_acceleration,smartphone,160310268199.99997,-1.3463000059999999,0.37250000240000003,0.8862999678
linear_acceleration,smartphone,161310268199.99997,0.8459999561,-0.2734999955,1.559199929
linear_acceleration,smartphone,162310268199.99997,0.3222000003,-0.25759997960000003,-0.255799979
linear_acceleration,smartphone,163310268199.99997,-0.7074999809,0.1867000014,0.23179998989999998
linear_acceleration,smartphone,164310268199.99997,-1.0063999890000002,-0.290199995,-0.5533999801
linear_acceleration,smartphone,165310268199.99997,0.9355999827,-0.4953999817,0.9020999670000001
linear_acceleration,smartphone,166310268199.99997,0.6151999831,0.062299996610000005,0.8197000027
linear_acceleration,smartphone,167310268199.99997,-1.6947000030000001,0.30640000100000003,0.01219999976
linear_acceleration,smartphone,168310268199.99997,0.0971999988,0.5178999901,-0.8032000065
linear_acceleration,smartphone,169310268199.99997,0.21119999890000002,-0.8693999648,2.438099861
linear_acceleration,smartphone,170310268199.99997,-0.350699991,0.662899971,0.1045999974
linear_acceleration,smartphone,171310268199.99997,-1.092000008,0.05689999834,0.5737000108
linear_acceleration,smartphone,172310268199.99997,0.9301999806999999,-0.5906000136999999,2.785199881
linear_acceleration,smartphone,173310268199.99997,0.9338999987000001,0.5615000129,1.4854999780000002
linear_acceleration,smartphone,174310268199.99997,-0.4087999761,-0.7154999970999999,0.1177999973
linear_acceleration,smartphone,175310268199.99997,-1.06309998,-0.4794999957,0.007999999449
linear_acceleration,smartphone,176310268199.99997,0.40189999340000004,0.3867000043,0.7688999772
linear_acceleration,smartphone,177310268199.99997,0.22849999370000001,-0.37000000479999995,0.2529999912
linear_acceleration,smartphone,178310268199.99997,-0.1460999995,-0.2403999865,1.115499973
linear_acceleration,smartphone,179310268199.99997,-0.40209999679999997,-0.3975999951,-0.8501999974
linear_acceleration,smartphone,180310268199.99997,0.5263999701,0.6671000122999999,-2.523200035
linear_acceleration,smartphone,181310268199.99997,1.1804999109999998,-0.47279998659999994,-1.261500001
linear_acceleration,smartphone,182310268199.99997,0.06539999694,0.1446999907,-0.4100999832
linear_acceleration,smartphone,183310268199.99997,-0.07530000061,0.33039999010000004,-1.6366000180000002
linear_acceleration,smartphone,184310268199.99997,-1.197000027,-0.01239999942,0.7328000069
linear_acceleration,smartphone,185310268199.99997,0.5633000135,0.2044999897,0.8677999973
linear_acceleration,smartphone,186310268199.99997,0.193599999,0.0800999999,-0.4127999842
linear_acceleration,smartphone,187310268199.99997,-0.904499948,-0.030199998989999997,2.050899982
linear_acceleration,smartphone,188310268199.99997,-1.2630999090000001,0.19179999829999997,0.2531000078
linear_acceleration,smartphone,189310268199.99997,0.8876000047,-0.2563000023,1.782299995
linear_acceleration,smartphone,190310268199.99997,0.6164999604,-0.5728999972,-0.03249999881
linear_acceleration,smartphone,191310268199.99997,0.9283999801,0.5342000127000001,1.006299973
linear_acceleration,smartphone,192310268199.99997,-0.7405999899,0.2563999891,0.2748999894
linear_acceleration,smartphone,193310268199.99997,-1.148199916,-0.0307,0.1561999917
linear_acceleration,smartphone,194310268199.99997,0.6794999838,0.28849998120000003,-1.918099999
linear_acceleration,smartphone,195310268199.99997,-0.3783999979,0.7430999875,1.350099921
linear_acceleration,smartphone,196310268199.99997,-0.03449999914,-0.08339999616,0.3346000016
linear_acceleration,smartphone,197310268199.99997,0.7662999629999999,-0.08299999683999999,-1.9478999380000002
linear_acceleration,smartphone,198310268199.99997,0.9017999768000001,-0.483799994,-0.4845999777
linear_acceleration,smartphone,199310268199.99997,0.7094999552,0.2769999802,0.5856999755
linear_acceleration,smartphone,200310268199.99997,0.9648000002,-0.5351999998,0.6663999557
linear_acceleration,smartphone,201310268199.99997,-0.7768999934,0.01239999942,2.012599945
linear_acceleration,smartphone,202310268199.99997,-0.380799979,-0.4524999857,6.568099976
linear_acceleration,smartphone,203310268199.99997,-0.061799999329999994,0.5285999775,1.3751000169999998
linear_acceleration,smartphone,204310268199.99997,0.7404999733,-0.47419998049999995,1.125299931
linear_acceleration,smartphone,205310268199.99997,0.7173999548000001,-1.1470999720000001,-2.523000002
linear_acceleration,smartphone,206310268199.99997,0.0271999985,-0.7035999894,0.01209999993
linear_acceleration,smartphone,207310268199.99997,1.036299944,-0.1273999959,2.014999866
linear_acceleration,smartphone,208310268199.99997,-1.20509994,0.7969999909000001,3.452499866
linear_acceleration,smartphone,209310268199.99997,-1.3499000069999998,1.135399938,0.48719999189999996
linear_acceleration,smartphone,210310268200.0,-0.6068999767000001,1.160699964,-3.4138000010000003
linear_acceleration,smartphone,211310268200.0,-0.5769000053,0.6911999583,-1.113299966
linear_acceleration,smartphone,212310268200.0,0.5795999765,-0.7894999981,1.440899968
linear_acceleration,smartphone,213310268200.0,-0.5221999884,-0.2944999933,-0.21529999379999998
linear_acceleration,smartphone,214310268200.0,0.7737999557999999,-0.2038999945,1.3425999880000001
linear_acceleration,smartphone,215310268200.0,0.47829997539999997,0.2421000004,-1.315999985
linear_acceleration,smartphone,216310268200.0,-0.5877999663,1.782099962,-2.702499866
linear_acceleration,smartphone,217310268200.0,0.6897999644,-0.1674000025,0.5505999923
linear_acceleration,smartphone,218310268200.0,-0.6665999889,-0.43089997770000005,-0.4199000001
linear_acceleration,smartphone,219310268200.0,0.013999999499999999,0.6924999951999999,-1.562699914
linear_acceleration,smartphone,220310268200.0,-0.05559999868,-0.337500006,-3.0292999739999997
linear_acceleration,smartphone,221310268200.0,-0.17019999030000002,-0.8089999556999999,-1.101999998
linear_acceleration,smartphone,222310268200.0,0.224699989,-0.3233999908,-1.307699919
linear_acceleration,smartphone,223310268200.0,-0.020399998869999998,-0.2505999804,0.4953999817
linear_acceleration,smartphone,224310268200.0,0.7198999523999999,0.7892000079000001,-1.5989999769999999
linear_acceleration,smartphone,225310268200.0,0.6216999888,-1.578699946,0.8746999501999999
linear_acceleration,smartphone,226310268200.0,0.4095999897,-0.47459998729999997,2.277499914
linear_acceleration,smartphone,227310268200.0,0.1680999994,0.2745999992,0.117399998
linear_acceleration,smartphone,228310268200.0,-0.6838999987000001,0.8915999532,-2.160899878
linear_acceleration,smartphone,229310268200.0,1.038399935,-1.0591000320000001,3.0162999630000003
linear_acceleration,smartphone,230310268200.0,-0.10799999539999999,0.6377999783,0.5268999934
linear_acceleration,smartphone,231310268200.0,-1.3597999809999999,0.19559998809999998,-1.119899988
linear_acceleration,smartphone,232310268200.0,0.28479999300000003,-0.19619999829999998,1.506799936
linear_acceleration,smartphone,233310268200.0,0.1356000006,0.17759999629999998,-0.7928999662
linear_acceleration,smartphone,234310268200.0,-0.8184999824,0.03539999947,-1.497699976
linear_acceleration,smartphone,235310268200.0,0.2574999928,-0.28479999300000003,-0.6721999645000001
linear_acceleration,smartphone,236310268200.0,-0.08579999954,0.3507999778,-0.25409999489999996
linear_acceleration,smartphone,237310268200.0,-0.2839999795,-0.22849999370000001,-0.0271999985
linear_acceleration,smartphone,238310268200.0,0.9637999534999999,-0.9896000028,0.006300000008
linear_acceleration,smartphone,239310268200.0,-1.255999923,-0.1203999966,3.099900007
linear_acceleration,smartphone,240310268200.0,-0.4637999833,-0.1976999938,1.422599912
linear_acceleration,smartphone,241310268200.0,1.095199943,-0.30840000510000004,-0.43919998409999994
linear_acceleration,smartphone,242310268200.0,-0.44389998909999995,-0.3228999972,3.8423998360000002
linear_acceleration,smartphone,243310268200.0,-0.7192999721,0.3078999817,-0.7700999975
linear_acceleration,smartphone,244310268200.0,0.5781999825999999,-0.19619999829999998,0.5884000063
linear_acceleration,smartphone,245310268200.0,-0.1767999977,-0.32199999690000003,2.992799997
linear_acceleration,smartphone,246310268200.0,-0.9447000027,0.7459999919,0.4705999792
linear_acceleration,smartphone,247310268200.0,-1.1123999359999999,0.25849998,-0.4819999933
linear_acceleration,smartphone,248310268200.0,0.2850999832,0.09529999643999999,1.219499946
linear_acceleration,smartphone,249310268200.0,0.692900002,-0.7683999537999999,1.119099975
linear_acceleration,smartphone,250310268200.0,0.4333999753,-0.124499999,1.305099964
linear_acceleration,smartphone,251310268200.0,-0.8075000048000001,0.024599999190000003,1.585099936
linear_acceleration,smartphone,252310268200.0,-1.2114999290000001,0.1198999956,-1.340799928
linear_acceleration,smartphone,253310268200.0,0.09690000117,0.6013000011,-0.9168999791
linear_acceleration,smartphone,254310268200.0,-0.1386999935,-0.3112999797,0.8955000043000001
linear_acceleration,smartphone,255310268200.0,0.4687999785,0.013999999499999999,-0.568599999
linear_acceleration,smartphone,256310268200.0,0.3136999905,-0.3050000072,0.646600008
linear_acceleration,smartphone,257310268200.0,0.38389998670000003,0.26010000710000003,0.1888999939
linear_acceleration,smartphone,258310268200.0,-0.4008999765,0.08769999444,1.8140999080000002
linear_acceleration,smartphone,259310268200.0,0.058199997989999995,0.37549999359999997,-1.2762999529999999
linear_acceleration,smartphone,260310268200.0,-0.5873000025999999,0.16839998960000002,-0.5256999731
linear_acceleration,smartphone,261310268200.0,-1.3748999830000002,0.165199995,-1.120299935
linear_acceleration,smartphone,262310268200.0,-0.9811999798000001,0.3811999857,-0.7827999592
linear_acceleration,smartphone,263310268200.0,-1.593999982,0.6751999854999999,-0.5726000071
linear_acceleration,smartphone,264310268200.0,-0.973099947,0.37469998,-0.40609997509999995
linear_acceleration,smartphone,265310268200.0,0.04329999909,-0.20430000129999998,-0.3062999845
linear_acceleration,smartphone,266310268200.0,0.3188000023,0.4813999832,0.46529999380000003
linear_acceleration,smartphone,267310268200.0,1.606599927,-0.4697999954,-0.1801999956
linear_acceleration,smartphone,268310268200.0,0.2122000009,-0.41470000149999997,0.1228999943
linear_acceleration,smartphone,269310268200.0,0.35220000149999997,-0.6464999914,0.6362999678
linear_acceleration,smartphone,270310268200.0,0.1586999893,-0.12839999789999998,0.048499997710000006
linear_acceleration,smartphone,271310268200.0,0.1224999949,0.2466999888,0.13959999380000002
linear_acceleration,smartphone,272310268200.0,0.44919997450000004,-0.13719999789999998,-1.313300014
linear_acceleration,smartphone,273310268200.0,-0.45219999549999995,0.8357999920999999,-1.162500024
linear_acceleration,smartphone,274310268200.0,0.001099999994,0.334499985,1.150399923
linear_acceleration,smartphone,275310268200.0,0.3398000002,0.07519999892000001,0.7962999940000001
linear_acceleration,smartphone,276310268200.0,0.806499958,-0.5523999929,0.5886999964999999
linear_acceleration,smartphone,277310268200.0,0.20849999789999998,-1.388999939,0.8944000006
linear_acceleration,smartphone,278310268200.0,1.1976000070000001,-1.067700028,-1.630499959
linear_acceleration,smartphone,279310268200.0,-0.42119997740000004,-1.39169991,4.975699902
linear_acceleration,smartphone,280310268200.0,1.167099953,-0.5249999761999999,-0.5899999738
linear_acceleration,smartphone,281310268200.0,0.18269999329999997,0.10359999539999999,-0.7991999984
linear_acceleration,smartphone,282310268200.0,1.070599914,-0.05269999802,-0.268599987
linear_acceleration,smartphone,283310268200.0,-0.6603999734,-0.5717999935,2.033400059
linear_acceleration,smartphone,284310268200.0,-0.282799989,0.5210999846,-0.5304999948
linear_acceleration,smartphone,285310268200.0,-0.6807999611,-0.5133000016,2.859699965
linear_acceleration,smartphone,286310268200.0,-1.191900015,0.08659999818,0.2286999971
linear_acceleration,smartphone,287310268200.0,-1.774699926,0.1523000002,2.419399977
linear_acceleration,smartphone,288310268200.0,0.09009999782,0.5424999595000001,-0.7282999754
linear_acceleration,smartphone,289310268200.0,0.5022000074,-0.1045999974,-1.304899931
linear_acceleration,smartphone,290310268200.0,1.679499984,0.4055999815,-2.73239994
linear_acceleration,smartphone,291310268200.0,-0.2304999977,0.595699966,3.4389998910000004
linear_acceleration,smartphone,292310268200.0,-0.0672999993,0.6157000065,-0.8944000006
linear_acceleration,smartphone,293310268200.0,-0.01889999956,0.48369997740000004,-3.0040998460000004
linear_acceleration,smartphone,294310268200.0,-0.5327999592,2.629199982,-4.698199749
linear_acceleration,smartphone,295310268200.0,0.480799973,0.34469997880000003,-2.106099844
linear_acceleration,smartphone,296310268200.0,0.9742999673,-0.6053999662,-0.2795000076
linear_acceleration,smartphone,297310268200.0,0.5687999725,-0.497699976,1.5124999280000002
linear_acceleration,smartphone,298310268200.0,0.5713999867,1.0164999959999999,-0.4305999875
linear_acceleration,smartphone,299310268200.0,-0.5819999576,-0.7708999515,2.0067999359999997
linear_acceleration,smartphone,300310268200.0,-1.289099932,0.2406999916,-1.4053999190000002
linear_acceleration,smartphone,301310268200.0,-0.8463000059,0.2768000066,0.039299998430000004
linear_acceleration,smartphone,302310268200.0,-0.1541000009,1.157199979,2.163399935
linear_acceleration,smartphone,303310268200.0,0.34509998560000005,0.2630999982,-0.02559999935
linear_acceleration,smartphone,304310268200.0,0.04710000008,0.1994999945,-1.0126999620000001
linear_acceleration,smartphone,305310268200.0,0.6575999856,-0.255799979,-0.6735000014
linear_acceleration,smartphone,306310268200.0,-0.01529999916,0.117399998,1.458400011
linear_acceleration,smartphone,307310268200.0,-0.2352999896,0.01799999923,0.961599946
linear_acceleration,smartphone,308310268200.0,0.1849000007,0.17849999670000002,0.6705999970000001
linear_acceleration,smartphone,309310268200.0,0.17929999530000001,0.1406999975,-1.430999994
linear_acceleration,smartphone,310310268200.0,0.8838999867,-0.738599956,3.3717999460000003
linear_acceleration,smartphone,311310268200.0,0.288199991,-0.03539999947,-0.004999999888
linear_acceleration,smartphone,312310268200.0,-0.0055999998,-0.7100999951000001,1.980099916
linear_acceleration,smartphone,313310268200.0,-0.5544999838,-0.4174000025,1.346099973
linear_acceleration,smartphone,314310268200.0,-0.7972999811,0.044399999079999995,-0.5572999716
linear_acceleration,smartphone,315310268200.0,-0.4628999829,0.03370000049,-0.26940000059999997
linear_acceleration,smartphone,316310268200.0,-0.2694999874,0.6629999876,-0.2970999777
linear_acceleration,smartphone,317310268200.0,-0.5458999872,2.01639986,-0.6292999982999999
linear_acceleration,smartphone,318310268200.0,-0.2648999989,0.8950999975,0.07769999653
linear_acceleration,smartphone,319310268200.0,0.05799999833,-0.2802999914,0.8551999926999999
linear_acceleration,smartphone,320310268200.0,0.7732999920999999,-1.222100019,0.5784999728
linear_acceleration,smartphone,321310268200.0,-0.159799993,-0.49489998820000003,2.41989994
